CustID,account_id,account_type,creditor,account_owner,int_rate,credit_limit,balance,utilization,open_date,closed_date,report_date,current_delq,worst_dlq
C353060,A514140,instalment,TrendingClub,individual,0.079359014,,,,8/25/12,,5/30/14,<30DPD,<30DPD
C353060,A429997,instalment,Cooperative Capital,individual,0.080245245,,,,4/10/14,,5/29/14,>90DPD,>90DPD
C353060,A373084,revolving,Bank of XYZ,joint,0.086123113,3000,1146.416506,0.382138835,4/23/13,,5/30/14,<30DPD,<30DPD
C353060,A766009,revolving,ABC Bank,joint,0.094841459,4900,0,0,11/22/13,,5/30/14,<30DPD,<30DPD
C353121,A538588,revolving,Cooperative Capital,individual,0.091681534,6800,3194.297859,0.469749685,3/31/13,,5/31/14,<30DPD,<30DPD
C353121,A111119,revolving,TrendingClub,individual,0.088010762,,,,7/14/12,5/11/14,5/31/14,,<30DPD
C353121,A712715,revolving,Bank of XYZ,individual,0.088873902,,,,3/15/13,5/8/13,5/29/14,,
C353121,A639443,revolving,Lord_P2P,individual,0.085830904,3400,2384.790313,0.701408915,1/9/14,,5/30/14,<30DPD,30-60DPD
C353121,A639022,mortgage,Rhyme,individual,0.059295539,,,,6/1/11,,5/30/14,<30DPD,<30DPD
C353392,A200148,revolving,Bank of XYZ,individual,0.093761234,5900,5353.734614,0.907412647,1/9/14,,5/30/14,<30DPD,<30DPD
C353392,A143078,revolving,ABC Bank,individual,0.092948158,7400,5025.032391,0.679058431,8/8/13,,5/30/14,30-60DPD,30-60DPD
C353410,A747186,revolving,Uprise,individual,0.091870718,6100,648.6217253,0.10633143,4/4/13,,5/30/14,<30DPD,<30DPD
C353410,A318050,instalment,TrendingClub,individual,0.080353121,,,,5/1/13,,5/31/14,>90DPD,>90DPD
C353410,A240096,instalment,ABC Bank,individual,0.081708846,,,,10/23/13,,5/29/14,<30DPD,<30DPD
C353410,A596379,mortgage,Bank of XYZ,individual,0.059632567,,,,8/1/12,,5/30/14,<30DPD,<30DPD
C353424,A709847,revolving,ABC Bank,individual,0.090268849,1600,902.9918747,0.564369922,4/11/14,,5/29/14,30-60DPD,30-60DPD
C353424,A625775,mortgage,ABC Bank,individual,0.060584068,,,,3/26/09,,5/31/14,<30DPD,<30DPD
C353715,A951753,revolving,Cooperative Capital,individual,0.085279216,1800,1710,0.95,3/15/14,,5/31/14,60-90DPD,>90DPD
C353715,A905936,instalment,Uprise,individual,0.081802351,,,,7/22/12,,5/31/14,<30DPD,<30DPD
C353817,A152092,revolving,Rhyme,individual,0.096384358,5400,4212.62443,0.780115635,5/25/13,,5/29/14,>90DPD,>90DPD
C353821,A219210,revolving,ABC Bank,individual,0.089632282,4000,2755.944143,0.688986036,6/12/13,,5/31/14,60-90DPD,60-90DPD
C353821,A910023,revolving,Bank of XYZ,individual,0.086929974,4700,2441.939555,0.519561608,6/15/13,,5/29/14,30-60DPD,30-60DPD
C353821,A623591,revolving,Bank of XYZ,individual,0.090564421,5000,3717.141194,0.743428239,2/8/14,,5/30/14,<30DPD,30-60DPD
C353821,A707180,revolving,Rhyme,individual,0.092368869,4500,2352.579044,0.522795343,4/21/14,,5/30/14,<30DPD,<30DPD
C353821,A59393,revolving,TrendingClub,individual,0.091977133,4800,3059.968163,0.637493367,5/3/13,,5/30/14,<30DPD,<30DPD
C353821,A730147,revolving,Uprise,individual,0.090169552,5600,2831.62524,0.505647364,2/8/13,,5/30/14,<30DPD,<30DPD
C353895,A3132,revolving,TrendingClub,individual,0.087383206,1200,1062.326298,0.885271915,9/14/12,,5/29/14,<30DPD,<30DPD
C353895,A947700,revolving,Bank of XYZ,individual,0.087497558,3800,491.497509,0.12934145,8/7/12,,5/30/14,30-60DPD,30-60DPD
C353933,A153787,revolving,Uprise,individual,0.089534298,,,,1/7/13,4/6/14,5/30/14,,<30DPD
C353933,A294010,revolving,Lord_P2P,individual,0.085131321,5500,3817.885413,0.694160984,11/24/13,,5/30/14,<30DPD,<30DPD
C353933,A146874,revolving,Bank of XYZ,individual,0.095669551,4700,0,0,8/23/12,,5/29/14,>90DPD,>90DPD
C353946,A225318,revolving,TrendingClub,individual,0.090288846,4700,1079.051954,0.229585522,1/1/13,,5/29/14,<30DPD,<30DPD
C353946,A653595,revolving,Uprise,individual,0.086426645,6600,918.8085776,0.139213421,3/15/13,,5/31/14,60-90DPD,60-90DPD
C353946,A429393,revolving,ABC Bank,individual,0.090720631,5600,4152.953299,0.741598803,5/30/14,,5/29/14,<30DPD,<30DPD
C353946,A342102,revolving,Bank of XYZ,individual,0.087619304,2600,2113.468762,0.812872601,10/23/13,,5/29/14,<30DPD,<30DPD
C353946,A131890,revolving,Bank of XYZ,individual,0.083631808,5200,3571.82757,0.686889917,1/10/14,,5/29/14,<30DPD,<30DPD
C354113,A48891,revolving,ABC Bank,individual,0.094896164,5600,1862.389831,0.332569613,6/15/13,,5/29/14,60-90DPD,60-90DPD
C354113,A745461,revolving,ABC Bank,individual,0.083663204,5200,2532.059545,0.486934528,6/14/13,,5/31/14,<30DPD,<30DPD
C354113,A746020,revolving,Rhyme,individual,0.088376209,2100,454.2942532,0.216330597,9/15/12,,5/30/14,<30DPD,<30DPD
C354201,A486120,revolving,Bank of XYZ,individual,0.085771294,5400,5130,0.95,2/26/14,,5/30/14,30-60DPD,30-60DPD
C354201,A961824,revolving,ABC Bank,individual,0.097142299,7000,4738.803652,0.67697195,7/22/13,,5/29/14,<30DPD,<30DPD
C354201,A613058,revolving,ABC Bank,joint,0.094792435,1500,823.2910892,0.548860726,4/18/13,,5/31/14,<30DPD,<30DPD
C354201,A204781,revolving,Cooperative Capital,individual,0.085264526,1400,1330,0.95,5/29/13,,5/31/14,<30DPD,<30DPD
C354201,A63731,mortgage,Bank of XYZ,individual,0.059520703,,,,12/30/07,,5/29/14,<30DPD,<30DPD
C354371,A141790,revolving,Bank of XYZ,individual,0.09076783,,,,6/27/12,5/31/13,5/30/14,,
C354371,A925340,mortgage,Bank of XYZ,individual,0.0606055,,,,6/10/13,,5/29/14,<30DPD,<30DPD
C354399,A174594,revolving,ABC Bank,individual,0.093627347,6000,3125.091881,0.520848647,5/10/14,,5/29/14,<30DPD,<30DPD
C354399,A145539,instalment,Bank of XYZ,individual,0.080874477,,,,2/6/14,,5/31/14,<30DPD,<30DPD
C354399,A881236,revolving,ABC Bank,joint,0.087884181,4000,953.4017472,0.238350437,4/12/14,,5/29/14,<30DPD,<30DPD
C354399,A443132,mortgage,ABC Bank,joint,0.060707879,,,,1/21/08,,5/29/14,<30DPD,<30DPD
C354399,A973261,revolving,Bank of XYZ,individual,0.090978781,3300,174.6446015,0.052922607,11/30/13,,5/29/14,>90DPD,>90DPD
C354399,A96497,revolving,Bank of XYZ,individual,0.08541552,7100,6745,0.95,7/13/12,,5/31/14,<30DPD,<30DPD
C354399,A105596,revolving,Bank of XYZ,individual,0.086917492,3300,2014.079126,0.610327008,4/13/14,,5/30/14,<30DPD,<30DPD
C354429,A161157,mortgage,TrendingClub,joint,0.061283855,,,,3/7/09,,5/29/14,60-90DPD,60-90DPD
C354429,A553842,instalment,ABC Bank,individual,0.079683204,,,,9/8/12,,5/29/14,>90DPD,>90DPD
C354758,A450429,mortgage,Cooperative Capital,individual,0.060702769,,,,12/23/06,,5/30/14,>90DPD,>90DPD
C354758,A861336,revolving,ABC Bank,individual,0.088804471,1900,711.9979051,0.37473574,1/30/13,,5/31/14,<30DPD,<30DPD
C354758,A699745,revolving,Uprise,joint,0.088218457,7800,4097.901701,0.525372013,8/20/13,,5/31/14,<30DPD,<30DPD
C355046,A321822,mortgage,Rhyme,individual,0.059825313,,,,10/8/07,,5/29/14,<30DPD,<30DPD
C355046,A103572,revolving,ABC Bank,individual,0.08864772,3200,1079.361585,0.337300495,10/2/12,,5/29/14,<30DPD,<30DPD
C355046,A598478,revolving,TrendingClub,individual,0.096162475,7200,1839.419439,0.255474922,1/8/13,,5/29/14,<30DPD,<30DPD
C355130,A274680,revolving,ABC Bank,joint,0.089959236,5600,1536.028555,0.274290813,12/16/12,,5/31/14,<30DPD,<30DPD
C355130,A855143,revolving,Bank of XYZ,individual,0.085414708,4500,3554.097313,0.789799403,5/29/13,,5/30/14,<30DPD,<30DPD
C355165,A231057,revolving,Rhyme,individual,0.088764871,5600,3824.261694,0.682903874,10/21/12,,5/31/14,<30DPD,<30DPD
C355165,A102331,revolving,Bank of XYZ,individual,0.091888724,4600,2874.200196,0.62482613,10/11/13,,5/31/14,<30DPD,<30DPD
C355165,A578730,revolving,Bank of XYZ,individual,0.089323112,7900,4300.156694,0.544323632,9/6/12,,5/31/14,<30DPD,<30DPD
C355165,A489688,revolving,ABC Bank,individual,0.092857517,2500,1046.28026,0.418512104,3/5/13,,5/31/14,<30DPD,<30DPD
C355165,A538700,revolving,Lord_P2P,individual,0.0836989,5600,151.0764267,0.026977933,8/29/13,,5/30/14,<30DPD,<30DPD
C355165,A690355,revolving,Lord_P2P,individual,0.081602247,5800,2148.687774,0.370463409,11/5/13,,5/31/14,>90DPD,>90DPD
C355170,A806795,revolving,ABC Bank,individual,0.087571564,3700,145.9163704,0.039436857,2/12/13,,5/31/14,<30DPD,30-60DPD
C355170,A382345,revolving,TrendingClub,individual,0.092267659,2100,1762.59458,0.839330752,2/8/13,,5/29/14,<30DPD,<30DPD
C355170,A168773,revolving,Rhyme,individual,0.09245067,1200,497.7901516,0.414825126,4/15/13,,5/31/14,<30DPD,<30DPD
C355250,A325270,instalment,Lord_P2P,individual,0.077618849,,,,4/18/14,,5/29/14,<30DPD,<30DPD
C355285,A256695,instalment,Rhyme,individual,0.082142359,,,,7/24/13,,5/29/14,<30DPD,30-60DPD
C355285,A235278,instalment,ABC Bank,individual,0.078076104,,,,8/5/12,,5/30/14,<30DPD,<30DPD
C355325,A338409,revolving,Cooperative Capital,individual,0.08692253,4700,1140.784418,0.242720089,5/22/14,,5/31/14,<30DPD,<30DPD
C355325,A909810,mortgage,Bank of XYZ,individual,0.059514152,,,,12/3/05,,5/31/14,<30DPD,<30DPD
C355325,A862952,revolving,Uprise,individual,0.083614235,3700,0,0,2/21/13,,5/29/14,<30DPD,<30DPD
C355325,A561962,revolving,ABC Bank,individual,0.088125046,5400,1074.184185,0.198922997,2/16/13,,5/31/14,<30DPD,<30DPD
C355325,A453744,revolving,ABC Bank,individual,0.095489242,3000,1712.290019,0.57076334,7/5/13,,5/30/14,<30DPD,<30DPD
C355325,A635204,revolving,Uprise,individual,0.084222148,5900,3932.598057,0.666542044,3/21/13,,5/29/14,<30DPD,30-60DPD
C355385,A57021,instalment,Rhyme,individual,0.079371835,,,,11/2/13,,5/29/14,<30DPD,<30DPD
C355501,A650719,revolving,Uprise,individual,0.085631236,7200,923.0571564,0.128202383,12/29/13,,5/31/14,<30DPD,30-60DPD
C355604,A783660,revolving,TrendingClub,individual,0.098439143,2100,1322.060641,0.629552686,7/1/13,,5/31/14,60-90DPD,60-90DPD
C355604,A2866,revolving,ABC Bank,individual,0.090896355,7300,2286.870519,0.313269934,3/23/14,,5/31/14,<30DPD,<30DPD
C355604,A920519,revolving,Rhyme,individual,0.089520803,2900,675.40397,0.232897921,4/13/14,,5/29/14,<30DPD,<30DPD
C355780,A7477,revolving,Bank of XYZ,individual,0.085741853,2700,1032.285384,0.38232792,10/25/13,,5/31/14,<30DPD,<30DPD
C355780,A730619,revolving,Bank of XYZ,individual,0.079611773,5300,3240.445486,0.611404809,3/6/13,,5/31/14,<30DPD,<30DPD
C355780,A660477,revolving,Lord_P2P,individual,0.090182283,6800,1153.960735,0.169700108,1/31/14,,5/31/14,<30DPD,<30DPD
C355780,A22571,revolving,ABC Bank,individual,0.085751478,3300,1512.705078,0.458395478,11/9/13,,5/29/14,<30DPD,<30DPD
C355780,A303881,instalment,Bank of XYZ,individual,0.08365895,,,,11/14/13,,5/31/14,<30DPD,<30DPD
C355780,A677519,revolving,TrendingClub,individual,0.091283418,4800,2909.242044,0.606092092,3/24/13,,5/29/14,<30DPD,<30DPD
C355799,A573747,revolving,ABC Bank,individual,0.088037974,2600,461.6320534,0.17755079,4/7/14,,5/30/14,<30DPD,<30DPD
C355799,A277332,revolving,ABC Bank,individual,0.08599843,,,,7/8/12,11/29/13,5/31/14,,<30DPD
C355799,A446032,instalment,Uprise,individual,0.078188712,,,,12/4/13,,5/29/14,<30DPD,<30DPD
C355958,A665872,revolving,ABC Bank,individual,0.092180605,7900,1853.037999,0.234561772,4/16/13,,5/30/14,<30DPD,<30DPD
C355958,A595819,revolving,ABC Bank,individual,0.095296277,2900,2471.565795,0.852264067,3/27/13,,5/31/14,<30DPD,<30DPD
C355984,A365416,revolving,ABC Bank,joint,0.083048273,2700,2163.921369,0.801452359,6/23/13,,5/30/14,<30DPD,<30DPD
C356047,A356440,mortgage,Uprise,individual,0.061001534,,,,11/26/11,,5/29/14,<30DPD,30-60DPD
C356047,A9827,revolving,Rhyme,individual,0.086366743,4800,3313.930047,0.690402093,8/15/13,,5/29/14,<30DPD,60-90DPD
C356047,A795489,revolving,TrendingClub,individual,0.091072811,4900,1054.758951,0.215256929,4/22/14,,5/31/14,<30DPD,<30DPD
C356126,A101573,instalment,Lord_P2P,individual,0.0828074,,,,10/4/12,,5/30/14,<30DPD,<30DPD
C356126,A876669,revolving,ABC Bank,individual,0.086801471,5200,3033.693848,0.583402663,9/24/13,,5/31/14,60-90DPD,60-90DPD
C356126,A318458,revolving,Bank of XYZ,individual,0.088612488,3200,947.7250384,0.296164075,7/30/13,,5/31/14,<30DPD,<30DPD
C356126,A673989,revolving,Bank of XYZ,individual,0.089718312,1700,1097.197772,0.645410454,9/22/13,,5/30/14,<30DPD,<30DPD
C356126,A592009,revolving,Bank of XYZ,individual,0.085861899,5100,1690.593452,0.331488912,6/25/12,,5/30/14,<30DPD,<30DPD
C356126,A453235,mortgage,Uprise,individual,0.058957224,,,,10/16/09,,5/31/14,<30DPD,<30DPD
C356126,A645570,revolving,Rhyme,individual,0.089091637,1300,40.62375871,0.031249045,11/14/13,,5/30/14,<30DPD,<30DPD
C356126,A557715,instalment,Bank of XYZ,individual,0.078575211,,,,7/11/12,,5/30/14,<30DPD,<30DPD
C356151,A790314,revolving,Lord_P2P,individual,0.087534386,2800,747.7615232,0.267057687,8/2/12,,5/30/14,<30DPD,<30DPD
C356151,A831398,revolving,Bank of XYZ,individual,0.09529179,2300,2132.25501,0.927067396,5/21/13,,5/29/14,<30DPD,<30DPD
C356151,A859778,revolving,Lord_P2P,individual,0.092720485,4300,4085,0.95,10/1/13,,5/31/14,<30DPD,<30DPD
C356255,A796003,revolving,ABC Bank,individual,0.088457616,7800,6514.947601,0.835249692,3/16/13,,5/30/14,60-90DPD,60-90DPD
C356298,A858731,revolving,Uprise,individual,0.086173894,3500,1500.046275,0.42858465,10/13/12,,5/29/14,<30DPD,<30DPD
C356298,A820633,revolving,Lord_P2P,individual,0.090184903,2100,809.2776676,0.385370318,8/2/12,,5/31/14,<30DPD,<30DPD
C356371,A457244,revolving,ABC Bank,individual,0.091044431,4200,504.2089939,0.12004976,9/14/13,,5/29/14,<30DPD,<30DPD
C356649,A572645,mortgage,ABC Bank,individual,0.061823911,,,,4/5/12,,5/30/14,60-90DPD,60-90DPD
C356649,A75510,revolving,ABC Bank,individual,0.085252275,4600,0,0,7/30/12,,5/29/14,<30DPD,<30DPD
C356649,A62861,revolving,Rhyme,individual,0.084118111,2900,1935.014478,0.667246372,1/1/14,,5/31/14,<30DPD,<30DPD
C356649,A257254,revolving,ABC Bank,joint,0.087218058,7200,1498.704277,0.208153372,4/27/13,,5/31/14,<30DPD,>90DPD
C356649,A479015,instalment,ABC Bank,individual,0.077993866,,,,4/6/13,,5/29/14,<30DPD,<30DPD
C356649,A898508,mortgage,Lord_P2P,joint,0.058645769,,,,3/6/12,,5/29/14,<30DPD,30-60DPD
C356649,A60796,revolving,TrendingClub,individual,0.090622423,3700,1178.465539,0.3185042,7/12/12,,5/29/14,30-60DPD,30-60DPD
C356649,A571372,revolving,Lord_P2P,individual,0.089744535,4100,3821.285052,0.932020745,10/23/13,,5/30/14,<30DPD,<30DPD
C356754,A336474,revolving,Cooperative Capital,individual,0.088240097,1500,822.185749,0.548123833,2/10/13,,5/30/14,<30DPD,<30DPD
C356754,A11383,revolving,ABC Bank,individual,0.093354773,1500,1425,0.95,5/29/13,,5/31/14,<30DPD,<30DPD
C356982,A828325,mortgage,Uprise,individual,0.059203973,,,,10/10/11,,5/29/14,60-90DPD,60-90DPD
C356982,A605068,revolving,TrendingClub,individual,0.084598271,7200,6840,0.95,10/21/12,,5/29/14,<30DPD,<30DPD
C357194,A334350,mortgage,Lord_P2P,individual,0.059691659,,,,8/17/08,,5/30/14,<30DPD,<30DPD
C357194,A533844,revolving,Cooperative Capital,joint,0.093947175,1500,1201.345988,0.800897326,9/23/12,,5/31/14,<30DPD,<30DPD
C357194,A566968,revolving,Bank of XYZ,individual,0.086385311,2200,881.7549794,0.400797718,7/14/13,,5/31/14,<30DPD,<30DPD
C357194,A82099,revolving,Cooperative Capital,individual,0.091195862,5700,4304.043817,0.755095406,6/8/12,,5/31/14,<30DPD,<30DPD
C357672,A102420,revolving,TrendingClub,individual,0.096255139,3900,2592.660966,0.664784863,7/26/13,,5/29/14,<30DPD,<30DPD
C357672,A911814,revolving,Uprise,individual,0.089132497,7700,2178.325211,0.282899378,10/6/13,,5/31/14,<30DPD,<30DPD
C357672,A661648,mortgage,Bank of XYZ,individual,0.05958859,,,,10/28/07,,5/30/14,<30DPD,<30DPD
C357735,A609336,instalment,Bank of XYZ,individual,0.078677154,,,,7/10/12,,5/31/14,<30DPD,<30DPD
C357802,A76857,revolving,TrendingClub,individual,0.091189501,2200,996.9253677,0.453147894,2/12/14,,5/29/14,<30DPD,<30DPD
C357802,A355462,mortgage,ABC Bank,individual,0.059782786,,,,6/21/06,,5/29/14,<30DPD,<30DPD
C357802,A650531,revolving,Bank of XYZ,individual,0.095232098,6600,1764.687605,0.26737691,7/22/12,,5/29/14,<30DPD,<30DPD
C357802,A639276,mortgage,TrendingClub,joint,0.060235785,,,,1/31/07,,5/30/14,<30DPD,<30DPD
C357869,A308917,revolving,ABC Bank,individual,0.089456039,6600,3626.030862,0.549398615,8/25/12,,5/31/14,<30DPD,<30DPD
C357869,A292164,revolving,Uprise,individual,0.08678452,6500,5048.763592,0.77673286,11/9/13,,5/30/14,<30DPD,<30DPD
C358065,A730216,revolving,Bank of XYZ,joint,0.086985199,6000,3403.031264,0.567171877,8/26/12,,5/31/14,<30DPD,<30DPD
C358065,A742325,instalment,ABC Bank,individual,0.079166154,,,,3/28/13,,5/31/14,<30DPD,<30DPD
C358132,A74022,revolving,Lord_P2P,individual,0.092047609,6500,3415.43169,0.525451029,11/5/12,,5/29/14,<30DPD,<30DPD
C358132,A743630,revolving,Uprise,individual,0.089584402,4900,2453.69304,0.500753682,10/29/13,,5/31/14,60-90DPD,>90DPD
C358132,A608715,revolving,Bank of XYZ,individual,0.086252408,1700,1093.248983,0.643087637,6/14/12,,5/31/14,<30DPD,<30DPD
C358132,A738461,revolving,Bank of XYZ,individual,0.089775175,7400,6614.202245,0.893811114,12/19/12,,5/31/14,<30DPD,<30DPD
C358132,A688172,revolving,ABC Bank,individual,0.090266238,3000,627.1934985,0.2090645,10/8/13,,5/30/14,<30DPD,<30DPD
C358132,A999012,revolving,Lord_P2P,individual,0.083117778,,,,12/10/12,3/2/14,5/29/14,,30-60DPD
C358365,A683200,revolving,ABC Bank,individual,0.080792177,7200,1341.202884,0.186278178,2/18/14,,5/31/14,<30DPD,<30DPD
C358365,A730262,revolving,Bank of XYZ,individual,0.08882208,6600,5455.875741,0.826647839,8/5/12,,5/31/14,<30DPD,<30DPD
C358365,A200624,revolving,Rhyme,joint,0.085917766,3200,3040,0.95,2/8/14,,5/29/14,<30DPD,<30DPD
C358388,A520146,instalment,ABC Bank,individual,0.081548825,,,,8/9/13,,5/29/14,<30DPD,<30DPD
C358388,A9750,instalment,Bank of XYZ,individual,0.079138826,,,,10/31/12,,5/31/14,<30DPD,<30DPD
C358388,A974697,instalment,Rhyme,individual,0.082240926,,,,2/23/13,,5/30/14,<30DPD,30-60DPD
C358388,A451369,revolving,Rhyme,individual,0.083610091,6100,1851.991165,0.303605109,3/29/14,,5/31/14,<30DPD,<30DPD
C358452,A9388,revolving,Bank of XYZ,joint,0.089199777,2200,1718.836529,0.781289332,11/26/12,,5/31/14,<30DPD,<30DPD
C358680,A350971,mortgage,Cooperative Capital,joint,0.059673166,,,,10/15/05,,5/29/14,<30DPD,<30DPD
C358680,A864302,instalment,Bank of XYZ,individual,0.081277089,,,,12/20/12,,5/30/14,<30DPD,<30DPD
C358811,A91616,instalment,ABC Bank,joint,0.084091326,,,,6/2/12,4/6/14,5/31/14,,30-60DPD
C358811,A674457,revolving,Uprise,individual,0.090537335,4800,0,0,5/21/14,,5/31/14,<30DPD,<30DPD
C358811,A219108,revolving,Uprise,individual,0.091251364,1000,803.6939913,0.803693991,12/19/13,,5/29/14,30-60DPD,30-60DPD
C358811,A675500,revolving,Uprise,joint,0.092513763,1500,617.9951133,0.411996742,3/20/14,,5/29/14,60-90DPD,60-90DPD
C358815,A703827,mortgage,ABC Bank,individual,0.059017466,,,,12/23/12,,5/30/14,<30DPD,<30DPD
C358815,A829748,revolving,Cooperative Capital,individual,0.094221995,,,,11/14/13,4/8/14,5/30/14,,<30DPD
C359159,A185672,revolving,ABC Bank,individual,0.089071054,3700,1143.638042,0.309091363,3/2/14,,5/31/14,>90DPD,>90DPD
C359159,A417380,revolving,Bank of XYZ,joint,0.091144952,5500,1908.065947,0.346921081,12/15/12,,5/29/14,<30DPD,<30DPD
C359159,A450974,revolving,Rhyme,individual,0.089835083,1000,726.7488519,0.726748852,6/1/12,,5/29/14,<30DPD,<30DPD
C359178,A342866,mortgage,ABC Bank,joint,0.060515754,,,,8/9/04,,5/31/14,<30DPD,<30DPD
C359178,A871145,revolving,ABC Bank,individual,0.094702445,6200,3026.086584,0.488078481,12/30/12,,5/30/14,<30DPD,<30DPD
C359270,A215505,instalment,ABC Bank,individual,0.079484093,,,,1/6/14,,5/31/14,<30DPD,<30DPD
C359270,A388292,revolving,ABC Bank,individual,0.091428113,1600,414.6524289,0.259157768,3/13/14,,5/29/14,<30DPD,<30DPD
C359270,A692689,revolving,Cooperative Capital,joint,0.091931282,4300,2194.869195,0.510434697,6/11/12,,5/29/14,<30DPD,<30DPD
C359438,A71307,instalment,ABC Bank,joint,0.079972187,,,,5/1/13,,5/31/14,30-60DPD,30-60DPD
C359438,A129107,revolving,Lord_P2P,individual,0.094038603,,,,5/28/13,6/17/14,5/29/14,,<30DPD
C359438,A113756,revolving,ABC Bank,individual,0.093349221,6500,4447.745598,0.684268553,6/1/12,,5/29/14,<30DPD,<30DPD
C359438,A744927,revolving,Uprise,individual,0.091488746,1600,937.6425156,0.586026572,5/3/13,,5/29/14,<30DPD,<30DPD
C359438,A511196,revolving,ABC Bank,individual,0.093634325,6200,5669.874436,0.914495877,12/26/13,,5/31/14,<30DPD,<30DPD
C359438,A39980,mortgage,ABC Bank,joint,0.059367479,,,,8/1/09,,5/30/14,<30DPD,<30DPD
C359438,A476639,instalment,ABC Bank,individual,0.080150372,,,,5/10/13,,5/29/14,<30DPD,<30DPD
C359438,A970190,revolving,Bank of XYZ,individual,0.08825863,2400,1304.009951,0.54333748,12/7/13,,5/31/14,<30DPD,<30DPD
C359438,A197963,revolving,Cooperative Capital,individual,0.091199715,7600,141.0787482,0.018562993,1/3/13,,5/30/14,<30DPD,<30DPD
C359438,A779624,revolving,Bank of XYZ,individual,0.084942211,7000,6371.592695,0.910227528,6/26/12,,5/29/14,<30DPD,<30DPD
C359449,A359482,revolving,ABC Bank,individual,0.088258428,3800,2354.282149,0.619547934,11/9/12,,5/29/14,>90DPD,>90DPD
C359449,A818710,revolving,Rhyme,individual,0.090585936,5200,3626.939431,0.697488352,3/3/13,,5/30/14,<30DPD,<30DPD
C359449,A978589,revolving,Rhyme,individual,0.084936571,5600,4595.921938,0.820700346,9/1/12,,5/31/14,<30DPD,<30DPD
C359449,A67014,revolving,ABC Bank,individual,0.088775021,,,,10/7/12,3/19/14,5/29/14,,<30DPD
C359618,A689283,revolving,Bank of XYZ,individual,0.089242114,5000,3021.102343,0.604220469,8/15/12,,5/30/14,60-90DPD,60-90DPD
C359618,A700476,instalment,Lord_P2P,individual,0.079077135,,,,11/18/12,,5/30/14,<30DPD,<30DPD
C359618,A785142,revolving,Lord_P2P,individual,0.092516407,7700,5478.517007,0.711495715,3/16/13,,5/30/14,<30DPD,<30DPD
C359683,A940158,revolving,ABC Bank,individual,0.094413632,7500,3152.690743,0.420358766,12/22/12,,5/31/14,<30DPD,<30DPD
C359683,A114757,revolving,Uprise,individual,0.0863558,2800,1972.83802,0.704585007,1/25/14,,5/30/14,<30DPD,<30DPD
C359683,A277299,mortgage,ABC Bank,individual,0.059815677,,,,6/10/08,,5/31/14,<30DPD,<30DPD
C359683,A992864,revolving,Cooperative Capital,individual,0.087643794,7300,4014.606035,0.549946032,2/1/14,,5/30/14,30-60DPD,30-60DPD
C359687,A893936,mortgage,TrendingClub,individual,0.058980126,,,,1/22/08,,5/29/14,<30DPD,<30DPD
C359831,A406558,revolving,TrendingClub,individual,0.091864795,7100,1816.146061,0.25579522,4/16/13,,5/30/14,<30DPD,<30DPD
C359831,A79323,instalment,Bank of XYZ,individual,0.078002451,,,,11/18/13,,5/31/14,<30DPD,<30DPD
C359831,A628794,revolving,Uprise,individual,0.088862206,1600,1520,0.95,5/8/14,,5/31/14,<30DPD,30-60DPD
C359870,A152724,revolving,ABC Bank,individual,0.090964993,6000,2070.60804,0.34510134,3/22/13,,5/30/14,<30DPD,<30DPD
C359891,A455110,revolving,Bank of XYZ,individual,0.091029233,7000,1888.231708,0.269747387,12/22/13,,5/31/14,<30DPD,<30DPD
C359891,A468594,revolving,TrendingClub,joint,0.093550513,1000,551.6912394,0.551691239,2/3/13,,5/30/14,<30DPD,30-60DPD
C360040,A164845,revolving,Cooperative Capital,joint,0.087793468,1200,563.6665982,0.469722165,11/18/13,,5/29/14,60-90DPD,60-90DPD
C360040,A742240,revolving,ABC Bank,joint,0.093229522,6600,5953.025642,0.901973582,4/17/13,,5/29/14,<30DPD,<30DPD
C360040,A696897,revolving,ABC Bank,individual,0.087451237,7700,535.5216435,0.069548265,6/8/13,,5/31/14,<30DPD,<30DPD
C360040,A204656,instalment,Rhyme,individual,0.080164518,,,,1/13/14,,5/30/14,<30DPD,<30DPD
C360040,A348038,instalment,TrendingClub,individual,0.0765823,,,,4/18/13,,5/30/14,<30DPD,<30DPD
C360040,A661217,revolving,Cooperative Capital,individual,0.093788362,1300,1235,0.95,3/5/14,,5/30/14,30-60DPD,30-60DPD
C360060,A574265,revolving,ABC Bank,individual,0.089581643,5000,1884.043794,0.376808759,9/7/13,,5/31/14,<30DPD,<30DPD
C360173,A752629,instalment,Lord_P2P,individual,0.082222923,,,,5/5/13,,5/30/14,60-90DPD,>90DPD
C360173,A497186,revolving,ABC Bank,individual,0.088479072,4100,1390.003858,0.339025331,6/2/13,,5/30/14,<30DPD,<30DPD
C360183,A138987,mortgage,ABC Bank,individual,0.058797824,,,,2/26/09,,5/30/14,<30DPD,60-90DPD
C360183,A864807,revolving,Lord_P2P,joint,0.086103255,3700,2252.396788,0.608755889,6/22/12,,5/30/14,<30DPD,<30DPD
C360183,A459291,revolving,ABC Bank,individual,0.09537068,7400,6459.062974,0.872846348,9/17/12,,5/29/14,<30DPD,<30DPD
C360192,A92465,revolving,ABC Bank,individual,0.095363844,6800,4295.727789,0.631724675,12/12/13,,5/30/14,<30DPD,<30DPD
