CustID,app_date,is_bad,annual_income,residential_status,loan_purpose
C230861,9/13/14,0,54600,rent,auto
C230876,7/23/14,0,23200,rent,education
C230946,8/28/14,0,169000,house_owner,business
C230986,7/17/14,0,93700,rent,business
C231061,7/1/14,0,58000,mortgage,debt_consolidation
C231174,7/10/14,0,36200,house_owner,business
C231338,8/14/14,0,15200,rent,business
C231411,7/16/14,1,13000,rent,business
C231491,8/9/14,0,82900,mortgage,personal loan
C231527,9/24/14,0,117900,mortgage,debt_consolidation
C231616,9/15/14,0,27700,rent,education
C231674,7/14/14,0,10900,rent,personal loan
C231912,8/29/14,0,41900,mortgage,debt_consolidation
C231913,8/29/14,0,28900,mortgage,debt_consolidation
C232004,9/6/14,0,21500,mortgage,education
C232065,7/23/14,0,50600,house_owner,business
C232070,9/3/14,0,7100,rent,business
C232170,8/21/14,0,26000,house_owner,personal loan
C232266,8/27/14,0,51200,rent,business
C232338,7/12/14,0,200800,mortgage,debt_consolidation
C232365,8/13/14,0,41400,mortgage,auto
C232450,7/24/14,0,39700,rent,personal loan
C232658,8/5/14,0,43000,rent,business
C232713,8/30/14,0,5800,rent,business
C232881,9/13/14,0,18600,rent,personal loan
C232907,7/6/14,0,38600,mortgage,personal loan
C233064,8/5/14,0,14300,mortgage,personal loan
C233216,7/12/14,0,42600,rent,personal loan
C233325,8/8/14,0,155200,rent,debt_consolidation
C233327,7/14/14,1,23300,rent,business
C233394,8/31/14,0,62900,mortgage,personal loan
C233481,9/8/14,0,124200,mortgage,personal loan
C233482,9/6/14,0,52700,mortgage,business
C233637,9/24/14,0,52100,rent,auto
C233664,7/11/14,0,22800,mortgage,personal loan
C234206,7/8/14,0,129600,mortgage,personal loan
C234361,7/30/14,0,34800,house_owner,debt_consolidation
C234515,9/4/14,0,93000,house_owner,debt_consolidation
C234594,7/1/14,0,48700,mortgage,auto
C234623,7/7/14,1,67300,mortgage,personal loan
C234641,7/12/14,0,25800,mortgage,debt_consolidation
C234723,7/10/14,0,44200,rent,personal loan
C234964,7/18/14,0,48900,mortgage,business
C235031,7/12/14,0,27000,house_owner,personal loan
C235047,7/24/14,0,14300,mortgage,education
C235258,7/12/14,0,79400,mortgage,personal loan
C235279,9/6/14,0,56900,rent,debt_consolidation
C235362,9/20/14,0,43700,rent,personal loan
C235756,7/31/14,0,40500,mortgage,business
C235767,8/10/14,0,26600,rent,personal loan
C235895,8/23/14,0,19500,rent,debt_consolidation
C235999,8/23/14,0,67300,rent,personal loan
C236088,8/6/14,0,9400,rent,personal loan
C236115,8/20/14,0,10300,rent,business
C236165,8/10/14,0,51700,rent,debt_consolidation
C236310,7/10/14,1,40000,rent,debt_consolidation
C236413,9/28/14,0,20900,rent,auto
C236447,7/16/14,0,13100,rent,debt_consolidation
C236481,8/14/14,0,52600,rent,personal loan
C236546,7/10/14,1,100900,rent,personal loan
C236765,9/15/14,0,48200,rent,personal loan
C236766,7/27/14,1,50600,mortgage,auto
C236784,8/7/14,0,76500,house_owner,debt_consolidation
C236891,9/9/14,0,34200,house_owner,debt_consolidation
C236943,8/18/14,0,72700,house_owner,personal loan
C237075,8/18/14,0,65100,mortgage,business
C237076,9/4/14,0,57800,mortgage,personal loan
C237116,7/14/14,0,80900,mortgage,personal loan
C237117,7/21/14,0,49600,rent,personal loan
C237132,9/26/14,1,47500,house_owner,business
C237163,8/16/14,0,4100,rent,business
C237458,8/29/14,0,47500,house_owner,personal loan
C237483,7/16/14,0,100000,rent,business
C237706,8/3/14,0,31700,rent,personal loan
C237802,8/4/14,0,87200,mortgage,personal loan
C237818,9/17/14,0,34700,rent,personal loan
C237965,8/15/14,0,46900,rent,auto
C238136,8/19/14,0,20000,rent,debt_consolidation
C238316,8/18/14,0,97000,rent,auto
C238350,8/7/14,0,17200,mortgage,auto
C238394,9/4/14,0,1000,rent,business
C238487,9/18/14,0,17000,rent,personal loan
C238500,7/3/14,0,43000,mortgage,auto
C238579,8/21/14,0,59400,rent,auto
C238668,7/1/14,0,66200,rent,debt_consolidation
C238867,9/27/14,0,23100,house_owner,education
C239089,9/5/14,0,39200,rent,business
C239169,8/2/14,0,58100,rent,business
C239494,9/27/14,0,19500,rent,debt_consolidation
C239500,7/30/14,0,19800,rent,auto
C239610,9/3/14,0,45200,mortgage,personal loan
C239769,9/28/14,0,19000,rent,education
C239784,9/25/14,1,39400,rent,business
C239816,7/19/14,0,34900,mortgage,personal loan
C239817,7/19/14,0,80100,house_owner,debt_consolidation
C240214,7/28/14,0,68100,house_owner,debt_consolidation
C240369,7/10/14,0,39300,rent,business
C240559,9/5/14,0,23500,rent,debt_consolidation
C240576,9/20/14,0,51100,house_owner,personal loan
C240702,9/2/14,0,25200,rent,debt_consolidation
C240738,9/1/14,0,47100,rent,personal loan
C240906,9/2/14,0,53100,rent,personal loan
C240943,9/11/14,0,49800,house_owner,business
C241078,7/20/14,0,174600,house_owner,auto
C241187,8/15/14,0,105000,rent,personal loan
C241198,8/7/14,0,75700,rent,debt_consolidation
C241259,7/18/14,0,140800,mortgage,personal loan
C241371,8/7/14,0,3000,rent,personal loan
C241437,9/1/14,0,3100,rent,personal loan
C241480,9/14/14,0,38100,rent,personal loan
C241551,7/19/14,0,76200,rent,personal loan
C241637,7/24/14,1,63300,mortgage,personal loan
C241782,9/19/14,0,62000,house_owner,business
C241857,8/23/14,0,16800,mortgage,business
C241883,9/16/14,0,12100,rent,auto
C242085,9/9/14,0,42400,rent,personal loan
C242162,9/21/14,0,43600,mortgage,debt_consolidation
C242315,9/19/14,0,28600,rent,education
C242395,8/3/14,0,11100,rent,auto
C242428,9/19/14,0,107100,house_owner,business
C242491,8/1/14,1,2600,house_owner,business
C242743,7/16/14,0,37600,house_owner,business
C242809,9/19/14,0,114900,mortgage,business
C242840,9/5/14,0,47300,rent,business
C242891,7/17/14,0,10500,rent,business
C243380,7/10/14,0,16900,rent,personal loan
C243398,9/10/14,0,47900,rent,debt_consolidation
C243506,8/30/14,0,139000,mortgage,business
C243521,7/27/14,0,18000,rent,business
C243752,8/26/14,0,35900,rent,personal loan
C243788,9/6/14,0,54500,mortgage,personal loan
C243805,7/23/14,0,45000,rent,debt_consolidation
C243871,7/23/14,0,207600,rent,debt_consolidation
C243918,7/30/14,0,103900,rent,business
C243965,8/29/14,0,70300,rent,personal loan
C243971,9/9/14,0,14700,rent,business
C244129,9/20/14,0,138800,rent,auto
C244137,8/9/14,0,168000,rent,business
C244142,8/5/14,0,92200,rent,business
C244269,7/14/14,0,35900,mortgage,personal loan
C244591,8/4/14,0,71000,rent,personal loan
C244809,9/23/14,0,8000,rent,personal loan
C244833,7/26/14,0,8300,rent,business
C244850,7/7/14,0,17700,rent,personal loan
C245038,9/10/14,0,56900,mortgage,business
C245101,7/15/14,0,102900,rent,debt_consolidation
C245177,9/21/14,0,14600,rent,debt_consolidation
C245428,7/19/14,0,38700,rent,business
C245624,9/7/14,0,40600,mortgage,business
C245704,9/18/14,0,42500,house_owner,debt_consolidation
C245864,9/11/14,0,143900,rent,debt_consolidation
C245947,8/1/14,0,26700,rent,business
C246004,9/16/14,1,239700,rent,auto
C246043,8/3/14,0,150900,rent,personal loan
C246094,9/22/14,0,11100,rent,education
C246128,7/30/14,0,9000,rent,business
C246215,7/31/14,0,40700,rent,business
C246290,7/31/14,0,113600,rent,personal loan
C246302,7/23/14,0,58000,mortgage,auto
C246359,8/29/14,0,62900,mortgage,personal loan
C246502,9/15/14,0,20000,mortgage,business
C246508,9/28/14,0,102400,house_owner,personal loan
C246575,7/14/14,0,31700,rent,business
C246706,9/18/14,0,59400,rent,auto
C246741,9/6/14,0,67000,house_owner,debt_consolidation
C246752,7/26/14,0,44000,house_owner,personal loan
C246789,7/19/14,0,71800,rent,business
C246873,8/24/14,0,3800,rent,personal loan
C246968,9/1/14,0,40500,mortgage,debt_consolidation
C247040,7/30/14,0,6900,rent,personal loan
C247045,7/18/14,0,37300,rent,personal loan
C247327,7/16/14,0,128000,house_owner,education
C247378,7/11/14,0,68800,house_owner,business
C247432,8/7/14,1,118700,mortgage,debt_consolidation
C247480,7/8/14,0,151900,rent,business
C247523,7/13/14,0,35500,mortgage,debt_consolidation
C247547,9/21/14,0,43300,mortgage,personal loan
C247651,8/27/14,0,10100,rent,business
C247671,9/7/14,0,57600,mortgage,auto
C247841,8/1/14,0,14500,rent,business
C247915,9/5/14,0,69700,mortgage,business
C247940,7/25/14,1,71400,rent,business
C247996,7/7/14,0,79500,mortgage,debt_consolidation
C248092,7/28/14,0,15000,rent,personal loan
C248130,9/19/14,0,25500,rent,personal loan
C248316,8/1/14,0,14000,rent,education
C248385,9/15/14,0,42700,mortgage,business
C248478,8/28/14,0,1000,rent,auto
C248495,9/10/14,0,77700,rent,personal loan
C248500,8/5/14,0,14700,rent,debt_consolidation
C248568,8/23/14,0,18200,rent,debt_consolidation
C248569,7/26/14,0,49400,house_owner,debt_consolidation
C248658,7/15/14,1,49300,mortgage,personal loan
C248662,8/4/14,0,61200,house_owner,auto
C248776,7/11/14,1,51600,mortgage,business
C248869,9/7/14,0,33500,house_owner,business
C249059,8/24/14,1,58300,rent,business
C249256,8/8/14,0,22500,mortgage,auto
C249320,8/23/14,0,137600,rent,auto
C249321,7/17/14,0,20400,rent,auto
C249348,8/16/14,0,91700,rent,business
C249408,9/21/14,0,101000,mortgage,personal loan
C249420,7/24/14,0,65400,house_owner,personal loan
C249431,8/6/14,0,12100,rent,debt_consolidation
C249701,8/22/14,0,23800,rent,business
C249807,7/21/14,0,56000,mortgage,personal loan
C250031,7/23/14,0,16300,rent,auto
C250177,8/18/14,0,21400,rent,personal loan
C250348,7/26/14,0,3800,rent,personal loan
C250414,9/10/14,0,1000,house_owner,business
C250508,8/20/14,0,118300,house_owner,personal loan
C250621,9/2/14,0,73900,house_owner,personal loan
C250645,9/1/14,0,92400,mortgage,education
C250755,8/1/14,0,7000,rent,debt_consolidation
C250756,8/6/14,1,70200,rent,education
C250882,9/23/14,0,13800,house_owner,auto
C250891,7/2/14,1,4200,rent,auto
C250895,8/3/14,0,26300,rent,education
C250996,7/5/14,0,80000,house_owner,debt_consolidation
C251318,9/27/14,0,22700,mortgage,personal loan
C251333,7/7/14,0,14700,mortgage,personal loan
C251356,9/5/14,0,3600,rent,education
C251369,8/27/14,0,39800,rent,education
C251491,8/17/14,0,24100,rent,personal loan
C251579,9/13/14,0,52100,rent,business
C251588,7/5/14,0,24200,rent,personal loan
C251673,9/4/14,0,15400,mortgage,business
C252107,7/14/14,0,35900,rent,business
C252128,7/13/14,0,88100,mortgage,business
C252132,8/25/14,0,42000,rent,auto
C252489,7/8/14,0,48300,house_owner,personal loan
C252699,8/5/14,0,38600,rent,personal loan
C252732,7/28/14,0,33000,mortgage,personal loan
C252803,7/20/14,0,70600,mortgage,education
C252804,8/5/14,0,16400,rent,auto
C252871,7/26/14,0,23900,mortgage,personal loan
C252897,7/3/14,0,19500,rent,business
C253044,9/1/14,0,47100,rent,business
C253134,8/10/14,0,13900,mortgage,business
C253169,7/10/14,0,92000,rent,business
C253216,9/3/14,0,106400,rent,education
C253263,8/24/14,1,175700,house_owner,personal loan
C253414,7/23/14,0,20100,rent,education
C253434,9/15/14,0,84400,house_owner,personal loan
C253487,9/19/14,0,13500,rent,education
C253698,9/24/14,0,68500,house_owner,business
C253829,9/7/14,0,46600,mortgage,auto
C254189,7/16/14,0,97500,mortgage,personal loan
C254258,9/17/14,0,44700,rent,personal loan
C254357,8/21/14,0,171000,house_owner,debt_consolidation
C254430,7/22/14,0,34200,rent,debt_consolidation
C254568,9/18/14,0,86400,rent,auto
C254586,9/18/14,0,126000,house_owner,personal loan
C254792,9/14/14,0,44400,house_owner,personal loan
C254842,9/12/14,0,51300,house_owner,personal loan
C254996,9/20/14,0,67600,mortgage,debt_consolidation
C255230,8/2/14,0,101800,mortgage,business
C255330,8/30/14,1,57800,mortgage,business
C255485,7/11/14,0,86600,house_owner,business
C255551,9/20/14,0,22400,rent,business
C255636,8/4/14,0,8800,rent,business
C255667,7/30/14,0,61200,rent,auto
C255719,8/17/14,0,45800,house_owner,auto
C255924,8/12/14,0,16400,rent,personal loan
C256025,7/13/14,0,141000,mortgage,personal loan
C256074,7/1/14,0,89900,house_owner,business
C256194,8/3/14,0,38600,rent,education
C256539,7/10/14,0,43700,house_owner,business
C256632,8/30/14,1,52000,rent,business
C256769,7/27/14,0,112500,mortgage,business
C257013,8/11/14,0,110700,house_owner,business
C257215,9/10/14,0,38000,mortgage,business
C257321,8/23/14,0,22700,rent,business
C257408,8/11/14,0,18200,rent,education
C257515,9/12/14,0,137400,house_owner,personal loan
C257681,8/24/14,0,23700,rent,personal loan
C257774,9/13/14,0,54200,rent,personal loan
C257794,9/24/14,0,21300,rent,education
C258127,8/29/14,0,55800,house_owner,personal loan
C258226,8/7/14,0,108200,mortgage,personal loan
C258227,8/18/14,0,44600,house_owner,auto
C258442,8/29/14,1,34500,rent,education
C258448,9/7/14,0,60500,mortgage,business
C258449,9/18/14,0,106000,rent,business
C258473,9/18/14,1,33300,mortgage,personal loan
C258627,9/8/14,0,19400,rent,auto
C258635,7/3/14,0,36300,rent,auto
C258715,9/23/14,0,49100,rent,debt_consolidation
C258793,7/1/14,0,14100,rent,business
C259040,9/4/14,0,2700,rent,personal loan
C259173,8/18/14,0,65000,rent,personal loan
C259433,8/9/14,0,98600,house_owner,business
C259449,7/10/14,0,39200,rent,debt_consolidation
C259563,8/30/14,0,88700,house_owner,personal loan
C259574,9/7/14,0,15300,rent,auto
C259576,9/7/14,0,77900,mortgage,personal loan
C259725,7/26/14,0,64100,rent,business
C259772,9/25/14,0,44200,rent,auto
C259814,7/16/14,0,65400,house_owner,personal loan
C259936,9/6/14,0,42200,rent,personal loan
C259979,7/28/14,0,28200,house_owner,auto
C260040,9/17/14,0,50000,rent,personal loan
C260076,9/28/14,0,46400,rent,business
C260171,7/28/14,1,22900,rent,personal loan
C260407,8/18/14,0,131400,mortgage,business
C260494,8/9/14,0,15800,rent,business
C260655,8/26/14,0,33800,rent,personal loan
C260681,8/7/14,0,41800,mortgage,auto
C260683,9/23/14,0,34700,rent,education
C260852,9/7/14,0,77700,house_owner,personal loan
C260888,8/30/14,0,31100,rent,auto
C260961,8/28/14,0,42300,rent,business
C261135,9/21/14,1,83800,rent,personal loan
C261270,7/27/14,0,40600,rent,education
C261335,7/5/14,0,42000,mortgage,auto
C261485,8/13/14,0,62000,mortgage,business
C261536,8/31/14,0,67000,rent,auto
C261547,7/18/14,0,3200,mortgage,personal loan
C261642,7/23/14,0,40500,house_owner,personal loan
C261680,9/3/14,0,9300,mortgage,auto
C261730,9/21/14,0,44900,mortgage,debt_consolidation
C261802,9/2/14,0,30100,house_owner,business
C262044,7/24/14,0,111600,rent,debt_consolidation
C262087,8/27/14,0,7800,mortgage,auto
C262283,7/6/14,0,68900,house_owner,auto
C262304,8/23/14,0,85700,mortgage,personal loan
C262390,8/25/14,1,30200,rent,personal loan
C262534,9/7/14,0,92400,house_owner,education
C262625,7/6/14,0,16200,mortgage,debt_consolidation
C262677,7/12/14,0,7100,house_owner,business
C262776,8/16/14,0,227800,rent,debt_consolidation
C262810,9/16/14,1,6500,mortgage,debt_consolidation
C262978,8/18/14,0,52100,mortgage,personal loan
C262993,7/24/14,0,85700,mortgage,debt_consolidation
C263111,7/20/14,0,98700,rent,debt_consolidation
C263147,7/6/14,1,34900,mortgage,auto
C263180,9/9/14,0,54000,house_owner,debt_consolidation
C263332,8/27/14,0,99400,mortgage,debt_consolidation
C263348,8/31/14,0,124000,house_owner,personal loan
C263363,7/12/14,0,5400,rent,debt_consolidation
C263378,8/19/14,0,21900,rent,business
C263388,7/7/14,0,114500,rent,education
C263416,7/29/14,0,121100,mortgage,debt_consolidation
C263418,8/26/14,0,30400,house_owner,business
C263482,8/19/14,0,71100,mortgage,personal loan
C263490,8/9/14,0,53800,rent,education
C263561,9/7/14,0,64100,rent,personal loan
C263568,7/2/14,1,20400,rent,debt_consolidation
C263576,7/19/14,0,20000,rent,education
C263621,7/30/14,1,185200,mortgage,business
C263669,7/3/14,0,52500,mortgage,business
C263824,8/19/14,0,24000,rent,personal loan
C263885,8/1/14,0,172200,mortgage,personal loan
C263971,9/27/14,0,106400,house_owner,education
C264132,7/16/14,0,12700,rent,personal loan
C264257,9/21/14,0,57900,rent,auto
C264261,9/17/14,0,14800,rent,auto
C264283,9/1/14,1,47100,rent,auto
C264395,8/27/14,0,55900,house_owner,personal loan
C264399,8/5/14,0,6000,rent,personal loan
C264416,9/25/14,0,18500,rent,auto
C264478,8/3/14,0,33600,rent,business
C264505,9/18/14,0,27100,mortgage,education
C264629,8/9/14,0,44400,mortgage,personal loan
C264640,8/29/14,0,41700,rent,business
C264669,9/1/14,0,34100,rent,personal loan
C264730,9/5/14,0,26800,rent,personal loan
C264736,9/12/14,0,26400,house_owner,personal loan
C264763,8/14/14,1,10900,rent,auto
C264767,9/26/14,0,94100,house_owner,auto
C264882,8/23/14,0,37300,rent,personal loan
C264913,8/15/14,0,71200,mortgage,personal loan
C265197,7/1/14,0,15400,rent,auto
C265557,7/13/14,0,4400,rent,education
C265643,8/24/14,0,103900,house_owner,auto
C265808,7/12/14,0,105900,mortgage,business
C265813,9/7/14,0,32600,mortgage,debt_consolidation
C265952,7/9/14,0,15000,rent,business
C265983,8/3/14,0,95600,mortgage,debt_consolidation
C266009,7/27/14,0,17400,rent,auto
C266013,8/19/14,0,42600,rent,personal loan
C266065,9/3/14,0,151900,house_owner,auto
C266286,7/23/14,0,15300,rent,auto
C266401,9/4/14,0,25100,mortgage,auto
C266499,7/17/14,0,38900,rent,education
C266518,7/12/14,0,21700,rent,debt_consolidation
C266600,7/10/14,0,120700,rent,auto
C266679,7/6/14,0,9900,rent,business
C266728,7/27/14,0,21200,mortgage,education
C266875,8/29/14,0,22400,rent,debt_consolidation
C267088,9/11/14,1,19700,rent,personal loan
C267164,9/14/14,0,138800,rent,personal loan
C267167,8/26/14,0,50400,house_owner,debt_consolidation
C267293,7/19/14,0,28500,house_owner,personal loan
C267421,7/17/14,1,21000,rent,business
C267561,9/4/14,0,10600,mortgage,business
C267588,9/8/14,0,67700,rent,auto
C267749,8/30/14,0,81300,house_owner,business
C267782,9/3/14,0,82000,rent,personal loan
C267826,8/7/14,1,6400,mortgage,personal loan
C267831,8/29/14,0,115000,rent,business
C267846,9/11/14,1,5500,mortgage,business
C267906,8/31/14,0,4000,mortgage,business
C267996,8/28/14,0,15900,rent,auto
C268033,7/3/14,0,61600,rent,debt_consolidation
C268139,8/24/14,0,77000,rent,education
C268233,8/29/14,0,19900,mortgage,business
C268309,8/10/14,0,113800,house_owner,personal loan
C268400,8/15/14,0,23800,house_owner,debt_consolidation
C268421,9/7/14,0,34500,rent,debt_consolidation
C268468,7/25/14,0,20300,rent,debt_consolidation
C268531,7/31/14,0,65100,house_owner,business
C268636,9/17/14,0,61600,rent,auto
C268696,8/9/14,0,45000,mortgage,personal loan
C268814,7/15/14,0,29700,mortgage,business
C269053,9/2/14,0,59000,mortgage,business
C269330,7/23/14,0,57100,house_owner,personal loan
C269342,7/13/14,0,20100,rent,personal loan
C269384,9/23/14,0,42200,rent,personal loan
C269396,9/2/14,1,50000,rent,business
C269401,8/5/14,0,85300,mortgage,personal loan
C269419,7/2/14,0,13900,rent,personal loan
C269511,9/21/14,0,9000,house_owner,business
C269516,7/29/14,0,16500,mortgage,business
C269556,7/23/14,0,39600,rent,personal loan
C269591,8/6/14,0,38400,rent,personal loan
C269655,7/8/14,0,18100,house_owner,personal loan
C269782,9/10/14,0,96700,mortgage,business
C269868,8/18/14,0,136200,rent,auto
C270148,9/4/14,0,66700,rent,auto
C270251,8/30/14,0,36700,rent,business
C270310,9/28/14,0,42200,house_owner,debt_consolidation
C270448,9/7/14,0,4600,rent,personal loan
C270449,7/26/14,0,14900,mortgage,education
C270527,7/19/14,0,57800,rent,business
C270556,9/16/14,0,42200,house_owner,debt_consolidation
C270909,7/29/14,0,28600,mortgage,personal loan
C270924,8/23/14,0,104200,house_owner,auto
C271115,7/4/14,0,63400,mortgage,auto
C271358,8/31/14,1,91400,rent,business
C271397,8/3/14,0,43000,house_owner,business
C271455,8/15/14,0,18100,rent,business
C271462,7/10/14,0,174700,rent,auto
C271508,8/20/14,0,18900,rent,education
C271564,9/25/14,1,31700,rent,auto
C271582,8/5/14,0,25800,rent,business
C271637,8/4/14,0,9500,rent,business
C271694,9/19/14,0,5700,rent,business
C271780,9/27/14,0,17700,rent,business
C271866,7/19/14,0,83500,rent,personal loan
C272042,7/10/14,0,123600,mortgage,debt_consolidation
C272075,7/24/14,0,25700,mortgage,business
C272156,7/3/14,0,121300,house_owner,business
C272221,7/27/14,0,10800,rent,personal loan
C272243,9/6/14,0,72000,rent,business
C272387,7/19/14,0,32900,mortgage,education
C272393,8/27/14,0,20100,rent,education
C272398,9/28/14,0,48500,rent,personal loan
C272412,7/28/14,0,33100,mortgage,education
C272542,7/21/14,0,26800,rent,debt_consolidation
C272609,7/2/14,0,122300,house_owner,debt_consolidation
C273084,7/9/14,0,30100,mortgage,personal loan
C273094,9/23/14,0,108500,rent,debt_consolidation
C273105,8/1/14,0,52300,rent,personal loan
C273254,9/5/14,1,23300,rent,personal loan
C273299,8/6/14,0,39500,house_owner,auto
C273473,7/14/14,0,121900,mortgage,personal loan
C273544,7/22/14,0,75700,house_owner,personal loan
C273552,8/25/14,0,74200,house_owner,education
C273564,9/12/14,0,64300,rent,personal loan
C273675,8/13/14,0,87400,rent,business
C273851,8/31/14,0,106400,house_owner,debt_consolidation
C273856,9/10/14,0,85300,rent,personal loan
C273884,9/12/14,0,56000,house_owner,auto
C273961,8/22/14,0,56800,mortgage,education
C274028,7/13/14,0,22800,mortgage,personal loan
C274159,9/22/14,0,69900,house_owner,debt_consolidation
C274179,9/21/14,0,30200,mortgage,personal loan
C274197,8/30/14,0,28100,rent,business
C274210,7/2/14,0,32000,rent,business
C274288,7/8/14,0,39400,rent,auto
C274383,8/8/14,0,115100,rent,auto
C274441,9/4/14,1,63200,mortgage,debt_consolidation
C274445,9/12/14,0,20500,mortgage,auto
C274498,8/14/14,0,156200,mortgage,personal loan
C274605,9/26/14,0,19700,rent,education
C274729,9/23/14,0,43900,rent,auto
C274886,7/11/14,0,43600,rent,personal loan
C274898,8/8/14,0,46400,house_owner,debt_consolidation
C275050,8/17/14,0,15600,mortgage,personal loan
C275075,7/23/14,0,6300,rent,education
C275076,8/31/14,0,33000,rent,business
C275080,7/27/14,1,22100,rent,business
C275360,8/3/14,0,30500,house_owner,debt_consolidation
C275384,8/29/14,0,52900,rent,business
C275410,8/7/14,0,220100,rent,business
C275420,8/2/14,0,71900,house_owner,business
C275493,8/30/14,0,13100,rent,business
C275515,8/22/14,0,31800,rent,personal loan
C275566,8/11/14,0,62800,rent,personal loan
C275653,7/12/14,0,27300,rent,debt_consolidation
C275676,7/22/14,0,7300,house_owner,personal loan
C275941,9/1/14,0,3400,rent,auto
C275951,8/24/14,0,57000,mortgage,personal loan
C276111,8/2/14,0,84600,mortgage,business
C276123,7/8/14,0,121200,mortgage,auto
C276252,8/24/14,0,29200,rent,personal loan
C276346,8/5/14,0,99900,mortgage,business
C276426,7/1/14,0,73600,rent,business
C276595,9/17/14,0,119400,mortgage,auto
C276614,9/10/14,0,77300,rent,personal loan
C276657,8/15/14,0,57200,mortgage,personal loan
C276994,8/10/14,0,26100,rent,business
C277069,9/24/14,0,15300,rent,debt_consolidation
C277156,9/11/14,0,65100,mortgage,personal loan
C277157,7/20/14,0,51900,mortgage,debt_consolidation
C277166,8/10/14,0,17200,rent,education
C277292,9/2/14,0,64100,rent,auto
C277295,8/19/14,0,102000,rent,debt_consolidation
C277403,8/16/14,0,44400,mortgage,education
C277466,7/22/14,0,48100,mortgage,business
C277511,9/16/14,1,6300,rent,personal loan
C277563,7/11/14,0,38200,rent,auto
C277856,8/25/14,0,8400,rent,business
C277905,7/7/14,0,12600,mortgage,auto
C277941,7/12/14,0,43100,house_owner,business
C278095,9/20/14,0,50000,house_owner,debt_consolidation
C278239,8/27/14,0,56700,rent,auto
C278380,8/2/14,0,80000,mortgage,debt_consolidation
C278387,8/24/14,0,94100,mortgage,personal loan
C278492,7/23/14,0,43100,rent,education
C278495,7/19/14,0,15700,rent,personal loan
C278506,9/25/14,0,104600,mortgage,business
C278605,7/25/14,0,33100,rent,personal loan
C278654,8/23/14,0,49600,rent,personal loan
C278788,7/18/14,0,29300,mortgage,business
C278844,7/9/14,1,6900,rent,personal loan
C278967,8/10/14,1,41600,rent,personal loan
C279011,9/22/14,0,100900,house_owner,education
C279106,8/11/14,0,84200,house_owner,personal loan
C279246,7/8/14,0,114800,house_owner,personal loan
C279288,8/22/14,0,18900,mortgage,personal loan
C279322,7/3/14,0,77000,rent,business
C279323,7/27/14,0,35200,rent,personal loan
C279332,8/17/14,0,69900,house_owner,auto
C279356,7/8/14,0,133100,rent,debt_consolidation
C279456,9/6/14,0,57700,house_owner,personal loan
C279562,7/14/14,0,8700,rent,personal loan
C279751,7/13/14,0,106300,mortgage,business
C279866,7/21/14,0,70100,mortgage,business
C279868,7/28/14,0,36000,mortgage,personal loan
C279948,7/20/14,0,107000,rent,personal loan
C279957,9/14/14,0,31400,rent,business
C280127,8/17/14,0,110200,mortgage,debt_consolidation
C280524,8/31/14,1,20800,mortgage,education
C280754,9/28/14,0,20500,mortgage,personal loan
C280772,8/14/14,1,27000,rent,business
C280816,9/10/14,0,102600,rent,personal loan
C280927,7/29/14,0,34200,rent,debt_consolidation
C280970,9/26/14,0,29600,rent,personal loan
C281149,9/8/14,0,16200,rent,auto
C281404,9/18/14,0,17800,rent,business
C281496,8/17/14,1,60200,mortgage,business
C281588,8/24/14,0,26100,mortgage,personal loan
C281658,9/25/14,0,25100,rent,business
C281747,7/8/14,0,51200,mortgage,personal loan
C281931,7/31/14,0,208800,rent,education
C282137,9/4/14,0,93000,rent,business
C282188,7/15/14,0,9000,mortgage,personal loan
C282212,7/24/14,0,47800,rent,business
C282511,7/21/14,0,11900,mortgage,business
C282567,8/28/14,0,131200,mortgage,personal loan
C282582,9/5/14,0,94000,mortgage,auto
C282613,9/3/14,0,64300,house_owner,personal loan
C282929,7/4/14,0,28400,rent,personal loan
C283119,7/6/14,0,1000,rent,debt_consolidation
C283166,8/2/14,0,105800,mortgage,education
C283252,9/6/14,0,6500,rent,auto
C283276,7/10/14,1,23900,mortgage,personal loan
C283349,8/20/14,0,44600,mortgage,auto
C283403,8/21/14,1,3400,mortgage,personal loan
C283447,7/29/14,0,19500,mortgage,personal loan
C283495,7/6/14,0,27700,rent,personal loan
C283524,8/16/14,0,33600,rent,business
C283615,7/25/14,0,78600,rent,personal loan
C283636,9/8/14,0,30200,rent,personal loan
C283690,8/19/14,0,127100,mortgage,personal loan
C283693,8/2/14,0,37900,rent,personal loan
C283798,9/8/14,1,7600,rent,debt_consolidation
C283876,9/22/14,0,180000,house_owner,personal loan
C283917,7/19/14,0,53400,mortgage,debt_consolidation
C283975,7/18/14,0,51900,rent,personal loan
C284034,7/9/14,0,48500,mortgage,personal loan
C284064,7/19/14,0,72000,rent,debt_consolidation
C284099,7/25/14,0,49300,rent,debt_consolidation
C284215,8/8/14,0,160700,house_owner,education
C284249,9/7/14,0,95000,mortgage,debt_consolidation
C284279,7/3/14,0,36500,house_owner,auto
C284281,8/29/14,0,116900,house_owner,auto
C284302,9/11/14,1,16100,rent,personal loan
C284437,9/21/14,0,50900,mortgage,debt_consolidation
C284627,9/13/14,0,62200,rent,personal loan
C284828,7/14/14,0,73300,house_owner,debt_consolidation
C284950,7/11/14,0,38000,mortgage,education
C284969,7/14/14,0,7700,mortgage,auto
