CustID,inquiry_id,inquiry_date,inquiry_type,report_date,application_decision
C289512,Inq_162648,2014-04-18,revolving,2014-05-31,approved
C289512,Inq_366701,2014-05-27,revolving,2014-05-31,approved
C289512,Inq_476010,2014-06-13,revolving,2014-05-31,denied
C289512,Inq_748708,2014-07-19,mortgage,2014-05-31,approved
C289579,Inq_765511,2014-05-21,revolving,2014-05-31,approved
C289579,Inq_818748,2014-05-24,mortgage,2014-05-31,approved
C289660,Inq_640710,2014-05-17,mortgage,2014-05-31,approved
C289660,Inq_144962,2014-06-11,revolving,2014-05-31,approved
C289660,Inq_267080,2014-06-18,rental_application,2014-05-31,approved
C290092,Inq_653486,2014-08-04,revolving,2014-05-31,approved
C290109,Inq_681851,2014-06-23,revolving,2014-05-31,approved
C290109,Inq_921798,2014-05-26,revolving,2014-05-31,approved
C290109,Inq_890120,2014-07-09,revolving,2014-05-31,approved
C290109,Inq_996213,2014-07-11,instalment,2014-05-31,denied
C290109,Inq_915691,2014-03-27,revolving,2014-05-31,approved
C290109,Inq_530723,2014-06-12,rental_application,2014-05-31,approved
C290109,Inq_196110,2014-07-06,revolving,2014-05-31,approved
C290109,Inq_453132,2014-07-09,revolving,2014-05-31,approved
C290109,Inq_813381,2014-05-18,mortgage,2014-05-31,approved
C290128,Inq_684110,2014-07-17,rental_application,2014-05-31,approved
C290128,Inq_833180,2014-05-19,mortgage,2014-05-31,approved
C290128,Inq_555146,2014-06-26,revolving,2014-05-31,denied
C290128,Inq_503332,2014-08-02,revolving,2014-05-31,approved
C290128,Inq_283320,2014-07-22,revolving,2014-05-31,approved
C290128,Inq_670904,2014-05-06,mortgage,2014-05-31,approved
C290128,Inq_752750,2014-08-01,revolving,2014-05-31,approved
C290323,Inq_722465,2014-07-15,revolving,2014-05-31,approved
C290323,Inq_594403,2014-04-22,revolving,2014-05-31,denied
C290323,Inq_891277,2014-06-28,revolving,2014-05-31,approved
C290323,Inq_138126,2014-06-25,rental_application,2014-05-31,approved
C290323,Inq_817871,2014-04-24,revolving,2014-05-31,approved
C290323,Inq_938619,2014-08-05,revolving,2014-05-31,approved
C290362,Inq_224373,2014-05-16,rental_application,2014-05-31,approved
C290362,Inq_356092,2014-04-11,rental_application,2014-05-31,approved
C290386,Inq_460609,2014-06-26,revolving,2014-05-31,approved
C290386,Inq_877281,2014-06-28,mortgage,2014-05-31,approved
C290386,Inq_390270,2014-06-24,instalment,2014-05-31,approved
C290515,Inq_815828,2014-05-03,revolving,2014-05-31,approved
C290515,Inq_523989,2014-04-30,revolving,2014-05-31,approved
C290536,Inq_986338,2014-04-15,revolving,2014-05-31,approved
C290536,Inq_512244,2014-04-15,revolving,2014-05-31,denied
C290536,Inq_333042,2014-04-21,revolving,2014-05-31,denied
C290634,Inq_416718,2014-05-11,rental_application,2014-05-31,approved
C290634,Inq_241883,2014-05-10,revolving,2014-05-31,approved
C290696,Inq_752982,2014-04-18,revolving,2014-05-31,approved
C290696,Inq_162059,2014-06-10,revolving,2014-05-31,approved
C290696,Inq_407421,2014-05-22,revolving,2014-05-31,approved
C290735,Inq_853105,2014-06-22,mortgage,2014-05-31,approved
C290735,Inq_417264,2014-06-30,revolving,2014-05-31,approved
C290924,Inq_187291,2014-06-23,revolving,2014-05-31,denied
C290924,Inq_944163,2014-06-10,revolving,2014-05-31,approved
C290924,Inq_592387,2014-07-27,rental_application,2014-05-31,approved
C290924,Inq_699425,2014-07-18,mortgage,2014-05-31,approved
C291017,Inq_910563,2014-04-11,revolving,2014-05-31,approved
C291017,Inq_768175,2014-04-26,revolving,2014-05-31,approved
C291017,Inq_405434,2014-04-26,revolving,2014-05-31,approved
C291017,Inq_300452,2014-06-12,revolving,2014-05-31,approved
C291017,Inq_776547,2014-06-06,revolving,2014-05-31,approved
C291054,Inq_124565,2014-06-06,revolving,2014-05-31,approved
C291064,Inq_354177,2014-06-24,instalment,2014-05-31,denied
C291064,Inq_487399,2014-06-30,revolving,2014-05-31,denied
C291078,Inq_727495,2014-05-06,revolving,2014-05-31,approved
C291078,Inq_778638,2014-06-04,rental_application,2014-05-31,denied
C291078,Inq_722590,2014-06-12,revolving,2014-05-31,approved
C291078,Inq_556593,2014-07-16,mortgage,2014-05-31,denied
C291078,Inq_958037,2014-08-07,revolving,2014-05-31,approved
C291078,Inq_415843,2014-08-20,revolving,2014-05-31,approved
C291124,Inq_516744,2014-07-10,mortgage,2014-05-31,approved
C291155,Inq_254482,2014-05-05,revolving,2014-05-31,approved
C291155,Inq_884635,2014-05-21,rental_application,2014-05-31,approved
C291155,Inq_466887,2014-04-24,rental_application,2014-05-31,approved
C291155,Inq_348196,2014-04-12,revolving,2014-05-31,denied
C291193,Inq_821125,2014-07-09,revolving,2014-05-31,approved
C291193,Inq_643140,2014-06-04,revolving,2014-05-31,approved
C291193,Inq_844327,2014-05-30,revolving,2014-05-31,denied
C291267,Inq_563902,2014-07-12,revolving,2014-05-31,approved
C291267,Inq_164102,2014-05-03,instalment,2014-05-31,approved
C291267,Inq_426942,2014-06-24,revolving,2014-05-31,approved
C291267,Inq_496443,2014-07-20,revolving,2014-05-31,approved
C291267,Inq_435254,2014-06-06,rental_application,2014-05-31,approved
C291355,Inq_144975,2014-07-22,revolving,2014-05-31,approved
C291355,Inq_600472,2014-05-13,rental_application,2014-05-31,denied
C291355,Inq_923954,2014-08-15,revolving,2014-05-31,approved
C291355,Inq_995486,2014-06-23,revolving,2014-05-31,denied
C291355,Inq_874632,2014-08-10,revolving,2014-05-31,approved
C291355,Inq_983042,2014-05-27,revolving,2014-05-31,approved
C291360,Inq_512569,2014-07-16,revolving,2014-05-31,approved
C291401,Inq_536049,2014-05-16,rental_application,2014-05-31,approved
C291401,Inq_498205,2014-07-27,revolving,2014-05-31,denied
C291416,Inq_356750,2014-06-05,mortgage,2014-05-31,approved
C291416,Inq_381759,2014-05-07,revolving,2014-05-31,approved
C291416,Inq_389134,2014-06-25,rental_application,2014-05-31,approved
C291416,Inq_175545,2014-06-29,instalment,2014-05-31,approved
C291607,Inq_656071,2014-04-28,revolving,2014-05-31,approved
C291607,Inq_631678,2014-06-30,revolving,2014-05-31,approved
C291607,Inq_143556,2014-04-11,revolving,2014-05-31,approved
C291607,Inq_588681,2014-04-27,revolving,2014-05-31,approved
C291752,Inq_467915,2014-09-04,rental_application,2014-05-31,approved
C291752,Inq_582523,2014-08-29,revolving,2014-05-31,approved
C291842,Inq_856825,2014-08-17,revolving,2014-05-31,approved
C291842,Inq_521295,2014-09-09,revolving,2014-05-31,approved
C291842,Inq_274285,2014-07-22,rental_application,2014-05-31,approved
C291842,Inq_904988,2014-09-23,rental_application,2014-05-31,approved
C291842,Inq_225954,2014-06-11,instalment,2014-05-31,approved
C291842,Inq_310430,2014-06-16,revolving,2014-05-31,denied
C291859,Inq_421700,2014-05-03,revolving,2014-05-31,approved
C291859,Inq_561497,2014-05-26,revolving,2014-05-31,approved
C291898,Inq_430102,2014-08-01,revolving,2014-05-31,denied
C291898,Inq_329045,2014-07-03,revolving,2014-05-31,denied
C291898,Inq_438228,2014-08-02,mortgage,2014-05-31,approved
C291898,Inq_127855,2014-08-25,revolving,2014-05-31,approved
C291898,Inq_960489,2014-08-21,revolving,2014-05-31,approved
C292087,Inq_933488,2014-06-21,revolving,2014-05-31,approved
C292087,Inq_916638,2014-08-27,revolving,2014-05-31,denied
C292129,Inq_943009,2014-08-11,instalment,2014-05-31,approved
C292129,Inq_781962,2014-07-22,revolving,2014-05-31,approved
C292129,Inq_767557,2014-07-10,revolving,2014-05-31,approved
C292129,Inq_317663,2014-06-09,revolving,2014-05-31,approved
C292178,Inq_740122,2014-07-20,mortgage,2014-05-31,approved
C292178,Inq_221024,2014-07-20,mortgage,2014-05-31,approved
C292216,Inq_467186,2014-05-07,revolving,2014-05-31,approved
C292216,Inq_991235,2014-06-16,revolving,2014-05-31,approved
C292216,Inq_544711,2014-05-11,revolving,2014-05-31,approved
C292216,Inq_688480,2014-06-01,revolving,2014-05-31,approved
C292216,Inq_531766,2014-06-07,revolving,2014-05-31,denied
C292258,Inq_746540,2014-05-27,rental_application,2014-05-31,denied
C292258,Inq_351843,2014-07-14,revolving,2014-05-31,approved
C292283,Inq_496991,2014-05-20,revolving,2014-05-31,approved
C292283,Inq_384817,2014-06-25,rental_application,2014-05-31,approved
C292283,Inq_902577,2014-05-25,revolving,2014-05-31,approved
C292283,Inq_913908,2014-05-22,revolving,2014-05-31,approved
C292283,Inq_428736,2014-08-14,instalment,2014-05-31,approved
C292325,Inq_376906,2014-06-22,instalment,2014-05-31,denied
C292325,Inq_272325,2014-06-18,revolving,2014-05-31,approved
C292406,Inq_201384,2014-06-30,instalment,2014-05-31,approved
C292406,Inq_233720,2014-06-10,rental_application,2014-05-31,approved
C292478,Inq_402970,2014-05-25,revolving,2014-05-31,approved
C292478,Inq_988099,2014-05-21,instalment,2014-05-31,approved
C292478,Inq_210165,2014-07-08,revolving,2014-05-31,approved
C292478,Inq_739806,2014-03-21,rental_application,2014-05-31,approved
C292542,Inq_396505,2014-07-16,revolving,2014-05-31,denied
C292542,Inq_523227,2014-07-18,instalment,2014-05-31,denied
C292553,Inq_321417,2014-08-01,revolving,2014-05-31,denied
C292553,Inq_637649,2014-08-09,mortgage,2014-05-31,denied
C292553,Inq_522238,2014-06-12,instalment,2014-05-31,approved
C292603,Inq_534194,2014-04-03,rental_application,2014-05-31,approved
C292603,Inq_575985,2014-05-11,mortgage,2014-05-31,approved
C292603,Inq_559205,2014-06-26,revolving,2014-05-31,approved
C292695,Inq_494519,2014-05-30,revolving,2014-05-31,denied
C292695,Inq_273517,2014-08-03,revolving,2014-05-31,approved
C292695,Inq_263875,2014-07-12,revolving,2014-05-31,approved
C292801,Inq_373544,2014-07-31,revolving,2014-05-31,denied
C292801,Inq_261761,2014-07-28,rental_application,2014-05-31,approved
C292801,Inq_663234,2014-07-24,revolving,2014-05-31,approved
C292818,Inq_774993,2014-05-06,instalment,2014-05-31,denied
C292827,Inq_235764,2014-07-14,revolving,2014-05-31,approved
C292827,Inq_122332,2014-07-04,mortgage,2014-05-31,approved
C292827,Inq_488407,2014-06-09,revolving,2014-05-31,denied
C292887,Inq_680021,2014-08-14,revolving,2014-05-31,approved
C292887,Inq_187124,2014-07-03,revolving,2014-05-31,approved
C292898,Inq_891184,2014-03-24,revolving,2014-05-31,approved
C292968,Inq_878507,2014-07-20,revolving,2014-05-31,approved
C293093,Inq_189697,2014-06-15,revolving,2014-05-31,approved
C293160,Inq_464125,2014-06-22,instalment,2014-05-31,approved
C293160,Inq_472117,2014-06-24,instalment,2014-05-31,approved
C293160,Inq_238671,2014-07-13,revolving,2014-05-31,approved
C293160,Inq_123355,2014-06-24,revolving,2014-05-31,approved
C293160,Inq_232778,2014-07-04,mortgage,2014-05-31,denied
C293160,Inq_234048,2014-06-27,rental_application,2014-05-31,approved
C293175,Inq_451342,2014-03-21,revolving,2014-05-31,denied
C293478,Inq_869372,2014-07-06,revolving,2014-05-31,approved
C293478,Inq_199169,2014-07-04,revolving,2014-05-31,approved
C293478,Inq_983607,2014-08-17,revolving,2014-05-31,approved
C293483,Inq_125956,2014-08-13,revolving,2014-05-31,approved
C293483,Inq_155746,2014-08-12,revolving,2014-05-31,approved
C293483,Inq_386208,2014-08-14,revolving,2014-05-31,approved
C293492,Inq_686869,2014-07-05,instalment,2014-05-31,denied
C293524,Inq_269686,2014-06-30,revolving,2014-05-31,approved
C293524,Inq_770984,2014-06-01,revolving,2014-05-31,denied
C293524,Inq_620675,2014-04-30,instalment,2014-05-31,denied
C293524,Inq_302621,2014-04-21,mortgage,2014-05-31,denied
C293524,Inq_809466,2014-03-27,revolving,2014-05-31,approved
C293531,Inq_691906,2014-06-21,revolving,2014-05-31,approved
C293531,Inq_169772,2014-05-31,mortgage,2014-05-31,approved
C293531,Inq_737555,2014-05-01,instalment,2014-05-31,denied
C293531,Inq_781136,2014-05-25,revolving,2014-05-31,approved
C293542,Inq_894020,2014-04-15,revolving,2014-05-31,denied
C293542,Inq_342146,2014-06-12,revolving,2014-05-31,denied
C293542,Inq_940427,2014-06-26,revolving,2014-05-31,approved
C293542,Inq_347848,2014-05-26,revolving,2014-05-31,denied
C293689,Inq_903714,2014-05-17,revolving,2014-05-31,denied
C293689,Inq_877747,2014-06-20,rental_application,2014-05-31,approved
C293689,Inq_625816,2014-08-07,revolving,2014-05-31,approved
C293824,Inq_825065,2014-06-04,revolving,2014-05-31,approved
C293824,Inq_705169,2014-05-30,revolving,2014-05-31,approved
C293824,Inq_892613,2014-06-05,revolving,2014-05-31,denied
C293825,Inq_115257,2014-05-26,revolving,2014-05-31,approved
C293945,Inq_261686,2014-06-27,rental_application,2014-05-31,denied
C293953,Inq_741901,2014-07-16,mortgage,2014-05-31,approved
C293953,Inq_863564,2014-04-16,revolving,2014-05-31,approved
C293953,Inq_613967,2014-07-24,revolving,2014-05-31,approved
C293999,Inq_127795,2014-05-10,revolving,2014-05-31,approved
C293999,Inq_990364,2014-07-25,revolving,2014-05-31,approved
C294006,Inq_851135,2014-07-05,instalment,2014-05-31,denied
C294006,Inq_749640,2014-06-16,revolving,2014-05-31,approved
C294095,Inq_202091,2014-05-10,revolving,2014-05-31,approved
C294095,Inq_695351,2014-07-04,revolving,2014-05-31,approved
C294095,Inq_612085,2014-05-02,revolving,2014-05-31,approved
C294302,Inq_747420,2014-04-17,rental_application,2014-05-31,approved
C294302,Inq_847252,2014-07-20,rental_application,2014-05-31,approved
C294302,Inq_100290,2014-06-07,instalment,2014-05-31,approved
C294302,Inq_952110,2014-05-28,revolving,2014-05-31,denied
C294302,Inq_944822,2014-04-24,revolving,2014-05-31,approved
C294326,Inq_745664,2014-06-07,revolving,2014-05-31,approved
C294326,Inq_115579,2014-04-09,revolving,2014-05-31,denied
C294326,Inq_958759,2014-04-20,revolving,2014-05-31,approved
C294326,Inq_497167,2014-04-17,mortgage,2014-05-31,approved
C294326,Inq_535181,2014-05-27,revolving,2014-05-31,approved
C294338,Inq_196160,2014-06-21,revolving,2014-05-31,approved
C294534,Inq_452780,2014-05-11,revolving,2014-05-31,approved
C294610,Inq_585821,2014-05-05,rental_application,2014-05-31,approved
C294610,Inq_659224,2014-07-02,instalment,2014-05-31,approved
C294610,Inq_903932,2014-03-18,revolving,2014-05-31,approved
C294837,Inq_821253,2014-06-21,revolving,2014-05-31,approved
C295046,Inq_198722,2014-04-06,revolving,2014-05-31,approved
C295046,Inq_717214,2014-04-29,mortgage,2014-05-31,approved
C295049,Inq_684785,2014-07-14,revolving,2014-05-31,approved
C295049,Inq_231568,2014-06-16,revolving,2014-05-31,denied
C295049,Inq_395671,2014-06-04,rental_application,2014-05-31,approved
C295049,Inq_703597,2014-06-17,mortgage,2014-05-31,denied
C295049,Inq_872468,2014-06-27,revolving,2014-05-31,approved
C295049,Inq_161446,2014-07-20,revolving,2014-05-31,approved
C295057,Inq_658565,2014-04-08,revolving,2014-05-31,approved
C295283,Inq_118163,2014-06-19,instalment,2014-05-31,denied
C295283,Inq_493279,2014-06-27,revolving,2014-05-31,approved
C295355,Inq_637696,2014-07-01,revolving,2014-05-31,approved
C295355,Inq_567676,2014-06-17,revolving,2014-05-31,approved
C295421,Inq_580391,2014-06-14,revolving,2014-05-31,approved
C295421,Inq_493922,2014-05-01,revolving,2014-05-31,denied
C295424,Inq_632046,2014-05-07,revolving,2014-05-31,approved
C295424,Inq_868143,2014-05-28,rental_application,2014-05-31,approved
C295424,Inq_338302,2014-07-03,rental_application,2014-05-31,approved
C295424,Inq_453130,2014-07-09,instalment,2014-05-31,denied
C295700,Inq_674361,2014-07-03,revolving,2014-05-31,approved
C295700,Inq_860280,2014-08-10,mortgage,2014-05-31,approved
C295747,Inq_690012,2014-08-13,revolving,2014-05-31,denied
C295747,Inq_830127,2014-07-19,instalment,2014-05-31,approved
C295763,Inq_137506,2014-08-11,revolving,2014-05-31,approved
C295763,Inq_301623,2014-08-14,revolving,2014-05-31,approved
C295763,Inq_519817,2014-07-01,revolving,2014-05-31,approved
C295793,Inq_942628,2014-07-03,revolving,2014-05-31,approved
C295793,Inq_373948,2014-07-16,revolving,2014-05-31,approved
C295803,Inq_392166,2014-07-30,rental_application,2014-05-31,approved
C295803,Inq_516919,2014-08-20,revolving,2014-05-31,denied
C295803,Inq_417940,2014-06-25,revolving,2014-05-31,approved
C295803,Inq_223396,2014-07-30,revolving,2014-05-31,denied
C295812,Inq_686168,2014-05-09,revolving,2014-05-31,approved
C295812,Inq_170014,2014-05-26,revolving,2014-05-31,approved
C295812,Inq_953639,2014-04-23,revolving,2014-05-31,approved
C295812,Inq_204892,2014-05-21,revolving,2014-05-31,approved
C295914,Inq_979973,2014-05-17,revolving,2014-05-31,approved
C296110,Inq_617081,2014-07-14,revolving,2014-05-31,approved
C296110,Inq_202647,2014-07-12,instalment,2014-05-31,approved
C296231,Inq_135682,2014-05-25,revolving,2014-05-31,approved
C296231,Inq_339578,2014-07-06,revolving,2014-05-31,approved
C296231,Inq_541397,2014-05-18,rental_application,2014-05-31,denied
C296231,Inq_225660,2014-07-01,revolving,2014-05-31,approved
C296297,Inq_657960,2014-06-17,instalment,2014-05-31,approved
C296297,Inq_742216,2014-07-15,rental_application,2014-05-31,approved
C296384,Inq_453254,2014-07-02,revolving,2014-05-31,approved
C296384,Inq_669641,2014-06-23,revolving,2014-05-31,approved
C296384,Inq_543265,2014-04-14,revolving,2014-05-31,approved
C296689,Inq_121212,2014-06-05,revolving,2014-05-31,approved
C296689,Inq_627775,2014-09-17,revolving,2014-05-31,approved
C296689,Inq_202241,2014-09-18,revolving,2014-05-31,denied
C296689,Inq_184335,2014-07-18,revolving,2014-05-31,denied
C296689,Inq_956968,2014-09-09,revolving,2014-05-31,approved
C296816,Inq_371226,2014-08-05,revolving,2014-05-31,approved
C296816,Inq_896890,2014-07-14,rental_application,2014-05-31,approved
C296816,Inq_293719,2014-07-12,revolving,2014-05-31,approved
C296816,Inq_172680,2014-08-20,instalment,2014-05-31,approved
C297163,Inq_107587,2014-06-06,revolving,2014-05-31,approved
C297163,Inq_918242,2014-08-25,revolving,2014-05-31,approved
C297163,Inq_549797,2014-05-25,revolving,2014-05-31,approved
C297163,Inq_633583,2014-06-19,instalment,2014-05-31,approved
C297238,Inq_367664,2014-06-16,instalment,2014-05-31,approved
C297238,Inq_266463,2014-05-24,revolving,2014-05-31,approved
C297238,Inq_950043,2014-05-01,rental_application,2014-05-31,approved
C297299,Inq_876039,2014-04-30,revolving,2014-05-31,approved
C297299,Inq_658521,2014-05-11,revolving,2014-05-31,approved
C297299,Inq_890628,2014-03-25,revolving,2014-05-31,approved
C297299,Inq_220784,2014-04-03,mortgage,2014-05-31,approved
C297383,Inq_925399,2014-07-04,revolving,2014-05-31,approved
C297383,Inq_734053,2014-07-02,revolving,2014-05-31,approved
C297383,Inq_726042,2014-05-20,revolving,2014-05-31,approved
C297669,Inq_258418,2014-08-11,revolving,2014-05-31,approved
C297669,Inq_729654,2014-07-20,revolving,2014-05-31,approved
C297669,Inq_130723,2014-05-28,mortgage,2014-05-31,approved
C297669,Inq_998120,2014-05-31,instalment,2014-05-31,approved
C297899,Inq_491029,2014-05-25,revolving,2014-05-31,approved
C297899,Inq_889121,2014-08-08,revolving,2014-05-31,approved
C297899,Inq_525075,2014-07-05,revolving,2014-05-31,approved
C297899,Inq_286676,2014-09-20,rental_application,2014-05-31,denied
C297899,Inq_615717,2014-09-14,revolving,2014-05-31,approved
C297899,Inq_911956,2014-09-18,revolving,2014-05-31,denied
C297899,Inq_926298,2014-07-06,revolving,2014-05-31,denied
C297899,Inq_940814,2014-08-31,revolving,2014-05-31,approved
C297941,Inq_796132,2014-07-27,rental_application,2014-05-31,approved
C297941,Inq_609821,2014-08-05,revolving,2014-05-31,approved
C297941,Inq_370888,2014-06-26,mortgage,2014-05-31,approved
C298295,Inq_443990,2014-07-26,rental_application,2014-05-31,approved
C298295,Inq_823532,2014-07-21,revolving,2014-05-31,approved
C298295,Inq_823392,2014-05-26,revolving,2014-05-31,approved
C298324,Inq_640401,2014-08-07,rental_application,2014-05-31,approved
C298324,Inq_118387,2014-05-28,mortgage,2014-05-31,approved
C298324,Inq_220704,2014-05-29,revolving,2014-05-31,approved
C298324,Inq_407869,2014-05-21,revolving,2014-05-31,denied
C298340,Inq_201063,2014-06-24,revolving,2014-05-31,approved
C298340,Inq_755700,2014-04-14,mortgage,2014-05-31,denied
C298340,Inq_315315,2014-07-01,revolving,2014-05-31,approved
C298340,Inq_235088,2014-07-10,revolving,2014-05-31,approved
C298340,Inq_738527,2014-04-14,revolving,2014-05-31,denied
C298340,Inq_387224,2014-05-05,revolving,2014-05-31,approved
C298350,Inq_312543,2014-08-19,mortgage,2014-05-31,approved
C298350,Inq_162923,2014-06-16,revolving,2014-05-31,approved
C298350,Inq_484495,2014-07-10,mortgage,2014-05-31,approved
C298350,Inq_448970,2014-08-25,revolving,2014-05-31,approved
C298383,Inq_585531,2014-07-29,revolving,2014-05-31,approved
C298383,Inq_476423,2014-05-16,revolving,2014-05-31,approved
C298383,Inq_610970,2014-08-05,revolving,2014-05-31,approved
C298409,Inq_732090,2014-05-24,revolving,2014-05-31,denied
C298409,Inq_150733,2014-04-22,revolving,2014-05-31,approved
C298409,Inq_281135,2014-05-26,revolving,2014-05-31,approved
C298409,Inq_778251,2014-05-24,revolving,2014-05-31,denied
C298522,Inq_157743,2014-06-02,revolving,2014-05-31,approved
C298637,Inq_993324,2014-08-11,revolving,2014-05-31,approved
C298637,Inq_125587,2014-06-09,rental_application,2014-05-31,approved
C298637,Inq_334141,2014-08-21,revolving,2014-05-31,denied
C298637,Inq_546317,2014-06-25,rental_application,2014-05-31,approved
C298738,Inq_752104,2014-03-30,instalment,2014-05-31,approved
C298738,Inq_377203,2014-04-29,revolving,2014-05-31,approved
C298747,Inq_454997,2014-08-06,revolving,2014-05-31,approved
C298747,Inq_860219,2014-08-02,revolving,2014-05-31,approved
C298747,Inq_643394,2014-05-10,mortgage,2014-05-31,denied
C298815,Inq_529452,2014-04-03,revolving,2014-05-31,denied
C298815,Inq_547246,2014-05-05,revolving,2014-05-31,approved
C298815,Inq_740244,2014-05-12,revolving,2014-05-31,approved
C298815,Inq_933017,2014-07-16,revolving,2014-05-31,approved
C298834,Inq_927596,2014-05-19,revolving,2014-05-31,approved
C298834,Inq_786509,2014-07-24,revolving,2014-05-31,denied
C298834,Inq_688742,2014-04-20,revolving,2014-05-31,approved
C298834,Inq_968080,2014-05-09,revolving,2014-05-31,approved
C298834,Inq_788133,2014-06-17,mortgage,2014-05-31,approved
C298987,Inq_198022,2014-07-12,instalment,2014-05-31,approved
C298987,Inq_354117,2014-08-06,revolving,2014-05-31,approved
C298987,Inq_431767,2014-08-01,revolving,2014-05-31,approved
C298987,Inq_568306,2014-07-26,revolving,2014-05-31,approved
C299389,Inq_475275,2014-06-04,rental_application,2014-05-31,approved
C299389,Inq_278715,2014-07-18,revolving,2014-05-31,approved
C299389,Inq_692834,2014-07-23,revolving,2014-05-31,approved
C299389,Inq_371088,2014-07-29,revolving,2014-05-31,denied
C299422,Inq_148958,2014-04-25,revolving,2014-05-31,approved
C299422,Inq_436299,2014-04-15,rental_application,2014-05-31,approved
C299422,Inq_294705,2014-06-10,revolving,2014-05-31,approved
C299549,Inq_432100,2014-05-03,revolving,2014-05-31,approved
C299556,Inq_432775,2014-06-24,revolving,2014-05-31,approved
C299556,Inq_670161,2014-04-25,revolving,2014-05-31,denied
C299745,Inq_167760,2014-07-11,revolving,2014-05-31,approved
C299745,Inq_569956,2014-06-24,rental_application,2014-05-31,approved
C299745,Inq_326277,2014-07-22,revolving,2014-05-31,denied
C299745,Inq_136571,2014-07-07,instalment,2014-05-31,denied
C299745,Inq_782427,2014-06-07,instalment,2014-05-31,approved
C299747,Inq_703240,2014-06-24,mortgage,2014-05-31,approved
C299747,Inq_938406,2014-05-20,instalment,2014-05-31,approved
C299747,Inq_935158,2014-04-18,instalment,2014-05-31,approved
C299747,Inq_304747,2014-05-05,mortgage,2014-05-31,approved
C299797,Inq_781567,2014-05-15,mortgage,2014-05-31,approved
C299797,Inq_307517,2014-07-13,revolving,2014-05-31,approved
C299797,Inq_762010,2014-04-29,revolving,2014-05-31,approved
C299803,Inq_114786,2014-05-22,revolving,2014-05-31,denied
C299803,Inq_425681,2014-05-06,mortgage,2014-05-31,approved
C299803,Inq_482369,2014-07-30,mortgage,2014-05-31,approved
C299803,Inq_308667,2014-07-29,revolving,2014-05-31,approved
C299885,Inq_784742,2014-06-26,mortgage,2014-05-31,approved
C299889,Inq_477461,2014-05-27,revolving,2014-05-31,approved
C299889,Inq_411724,2014-05-19,instalment,2014-05-31,approved
C299889,Inq_223646,2014-06-13,revolving,2014-05-31,approved
C299889,Inq_467387,2014-04-04,revolving,2014-05-31,approved
C299908,Inq_555435,2014-04-12,revolving,2014-05-31,approved
C299923,Inq_676658,2014-04-01,revolving,2014-05-31,denied
C299923,Inq_563906,2014-06-26,revolving,2014-05-31,approved
C299955,Inq_715041,2014-07-16,revolving,2014-05-31,approved
C299955,Inq_980901,2014-07-03,revolving,2014-05-31,approved
C300024,Inq_609225,2014-07-25,revolving,2014-05-31,denied
C300188,Inq_440441,2014-06-27,revolving,2014-05-31,approved
C300310,Inq_454870,2014-05-20,rental_application,2014-05-31,approved
C300419,Inq_449076,2014-05-28,rental_application,2014-05-31,denied
C300419,Inq_443339,2014-04-25,revolving,2014-05-31,approved
C300499,Inq_624314,2014-04-05,revolving,2014-05-31,approved
C300499,Inq_526504,2014-06-08,mortgage,2014-05-31,denied
C300499,Inq_618806,2014-05-05,revolving,2014-05-31,denied
C300966,Inq_914109,2014-07-14,revolving,2014-05-31,approved
C300966,Inq_818436,2014-06-13,instalment,2014-05-31,approved
C300966,Inq_381171,2014-05-23,revolving,2014-05-31,approved
C300966,Inq_724292,2014-07-18,rental_application,2014-05-31,approved
C300966,Inq_974368,2014-08-31,mortgage,2014-05-31,approved
C300966,Inq_249423,2014-06-24,instalment,2014-05-31,denied
C300966,Inq_980729,2014-09-16,revolving,2014-05-31,denied
C301076,Inq_636761,2014-04-09,revolving,2014-05-31,approved
C301180,Inq_438953,2014-07-08,revolving,2014-05-31,approved
C301259,Inq_649911,2014-06-16,revolving,2014-05-31,denied
C301259,Inq_763616,2014-04-20,revolving,2014-05-31,approved
C301259,Inq_913708,2014-05-21,revolving,2014-05-31,approved
C301259,Inq_270570,2014-07-06,mortgage,2014-05-31,denied
C301259,Inq_149101,2014-05-16,revolving,2014-05-31,approved
C301265,Inq_956561,2014-05-23,rental_application,2014-05-31,approved
C301265,Inq_670541,2014-06-15,mortgage,2014-05-31,approved
C301450,Inq_391107,2014-06-16,mortgage,2014-05-31,approved
C301450,Inq_599500,2014-05-25,revolving,2014-05-31,approved
C301450,Inq_700623,2014-06-02,revolving,2014-05-31,approved
C301450,Inq_631335,2014-06-12,mortgage,2014-05-31,approved
C301485,Inq_404504,2014-05-26,mortgage,2014-05-31,approved
C301485,Inq_763916,2014-05-21,instalment,2014-05-31,approved
C301485,Inq_271217,2014-08-12,instalment,2014-05-31,approved
C301485,Inq_990955,2014-06-01,revolving,2014-05-31,approved
C301692,Inq_298344,2014-07-25,rental_application,2014-05-31,denied
C301692,Inq_361462,2014-08-24,revolving,2014-05-31,approved
C301692,Inq_827104,2014-09-04,instalment,2014-05-31,denied
C301692,Inq_651125,2014-06-19,revolving,2014-05-31,denied
C301706,Inq_858047,2014-06-29,revolving,2014-05-31,approved
C301706,Inq_297611,2014-09-19,revolving,2014-05-31,approved
C301706,Inq_694504,2014-06-08,revolving,2014-05-31,approved
C301723,Inq_633560,2014-09-11,revolving,2014-05-31,approved
